,ideology,state,name,party,twitter_handler
323,0.7725428569883418,PA,Lloyd Smucker,R,@RepSmucker
324,0.7730305518790359,MS,Trent Kelly,R,@RepTrentKelly
325,0.7733641162615653,IN,Susan Brooks,R,@SusanWBrooks
326,0.7747555534568121,IL,Mike Bost,R,@RepBost
327,0.7751068201087584,TN,Diane Black,R,
328,0.776081060117055,MI,John Moolenaar,R,@RepMoolenaar
329,0.7803939206796909,FL,Daniel Webster,R,@RepWebster
330,0.7804949185703091,IN,Larry Bucshon,R,
331,0.7805706995737153,NY,Elise Stefanik,R,@RepStefanik
332,0.7812349660988467,LA,Mike Johnson,R,@RepMikeJohnson
333,0.7816256329075405,FL,Gus Bilirakis,R,@RepGusBilirakis
334,0.7827413355575107,NC,Mark Walker,R,@RepMarkWalker
335,0.7836294174075682,NY,Claudia Tenney,R,
336,0.7841297911995874,AZ,David Schweikert,R,@RepDavid
337,0.7843727017008661,CA,Duncan Hunter,R,@Rep_Hunter
338,0.785344206268727,TX,Sam Johnson,R,
339,0.7858566421267301,FL,Francis Rooney,R,@RepRooney
340,0.7869391125135865,FL,Dennis Ross,R,
341,0.7883547297334489,PA,Scott Perry,R,
342,0.7885776256717513,CA,Tom McClintock,R,@RepMcClintock
343,0.7914104967012541,UT,Chris Stewart,R,@RepChrisStewart
344,0.7922838850079644,WI,Mike Gallagher,R,@RepGallagher
345,0.7927662077445371,CA,David Valadao,R,
346,0.7929888733820311,CO,Mike Coffman,R,
347,0.7937698957652388,WI,James Sensenbrenner,R,
348,0.7945854812281279,VA,Robert Wittman,R,
349,0.7958392259491991,GA,Austin Scott,R,@AustinScottGA08
350,0.7994036719851122,SD,Kristi Noem,R,
351,0.7997515023690633,TX,John Culberson,R,
352,0.8000682203808588,TX,Ted Poe,R,
353,0.8004030830931801,NC,Walter Jones,R,@RepWalterJones
354,0.8007157371585424,IL,Randy Hultgren,R,
355,0.8013214282621307,TX,Kenny Marchant,R,@RepKenMarchant
356,0.8016407644508695,PA,Keith Rothfus,R,
357,0.8017959350693553,TX,Jodey Arrington,R,
358,0.8021191616936905,KY,Brett Guthrie,R,@RepGuthrie
359,0.8022476661828254,TX,Michael McCaul,R,@RepMcCaul
360,0.8045344716155436,VA,Thomas Garrett,R,
361,0.8064713827383335,MI,Bill Huizenga,R,@RepHuizenga
362,0.8077984953309925,OH,Robert Latta,R,
363,0.8083352165941662,MS,Gregg Harper,R,
364,0.8132618994740204,MO,Billy Long,R,@USRepLong
365,0.8135036283105482,GA,Drew Ferguson,R,@RepDrewFerguson
366,0.8157614792971751,AL,Mo Brooks,R,@RepMoBrooks
367,0.8167746729519856,NE,Don Bacon,R,@RepDonBacon
368,0.8173900662604683,KS,Lynn Jenkins,R,
369,0.8175108964789461,TX,Roger Williams,R,@RepRWilliams
370,0.8178909404534387,FL,Neal Dunn,R,@DrNealDunnFL2
371,0.8179694476980769,MI,Paul Mitchell,R,@RepPaulMitchell
372,0.8216773985055726,WA,Dan Newhouse,R,@RepNewhouse
373,0.8227915154935207,IA,David Young,R,
374,0.8232237588639243,MO,Jason Smith,R,@RepJasonSmith
375,0.8254646650312036,PA,Mike Kelly,R,@MikeKellyPA
376,0.8266922301385561,TN,Marsha Blackburn,R,@MarshaBlackburn
377,0.8271272220380277,MN,Tom Emmer,R,@RepTomEmmer
378,0.8290313270446921,IN,Jackie Walorski,R,@RepWalorski
379,0.830678838325986,MI,Tim Walberg,R,@RepWalberg
380,0.8321585182298161,SC,Joe Wilson,R,@RepJoeWilson
381,0.8336915691019354,TX,John Ratcliffe,R,@RepRatcliffe
382,0.8340240100801843,MO,Ann Wagner,R,@RepAnnWagner
383,0.8361428724468141,OH,James Renacci,R,
384,0.8373760927828597,CO,Scott Tipton,R,@RepTipton
385,0.8406607987311963,AR,Bruce Westerman,R,@RepWesterman
386,0.8409261033529891,PA,Lou Barletta,R,
387,0.8428880971967424,PA,Glenn Thompson,R,
388,0.8445577389255309,OK,Tom Cole,R,@TomColeOK04
389,0.8451969911322321,OH,Steve Stivers,R,@RepSteveStivers
390,0.8456619902883155,GA,Buddy Carter,R,@RepBuddyCarter
391,0.8481236976859217,OH,Bill Johnson,R,@RepBillJohnson
392,0.8483998255671757,MO,Vicky Hartzler,R,@RepHartzler
393,0.8501201417403249,MD,Andy Harris,R,
394,0.8519478570708761,MO,Blaine Luetkemeyer,R,@RepBlaine
395,0.8521017710950988,NM,Steve Pearce,R,
396,0.8531732715667073,GA,Barry Loudermilk,R,@RepLoudermilk
397,0.8555585332341065,NC,Ted Budd,R,@RepTedBudd
398,0.8557064826333638,CO,Doug Lamborn,R,@RepDLamborn
399,0.8582968987834637,MS,Steven Palazzo,R,@CongPalazzo
400,0.8630219637546659,FL,Matt Gaetz,R,@RepMattGaetz
401,0.864943761714517,VA,Dave Brat,R,
402,0.866871743654627,OH,Steve Chabot,R,@RepSteveChabot
403,0.8684320620192215,FL,Bill Posey,R,@congbillposey
404,0.8690607378721659,AL,Bradley Byrne,R,@RepByrne
405,0.8693405214409613,OH,Bob Gibbs,R,@RepBobGibbs
406,0.8715167117485717,KY,Andy Barr,R,@RepAndyBarr
407,0.8722860445255048,NC,Richard Hudson,R,@RepRichHudson
408,0.8738977071709476,FL,Ted Yoho,R,@RepTedYoho
409,0.8757982157152921,TN,Scott DesJarlais,R,@DesJarlaisTN04
410,0.8765783568681116,KS,Roger Marshall,R,@RepMarshall
411,0.8772953353071429,AZ,Andy Biggs,R,@RepAndyBiggsAZ
412,0.8802398965902584,WV,Alex Mooney,R,@RepAlexMooney
413,0.8820965333751899,IN,Jim Banks,R,
414,0.8886659077862085,TX,Bill Flores,R,
415,0.8925485628016865,GA,Rick Allen,R,@RepRickAllen
416,0.8954026589974563,TX,Lamar Smith,R,
417,0.8962302357207275,TX,Randy Weber,R,@TXRandy14
418,0.897395328871323,IN,Luke Messer,R,
419,0.9017491606045192,NC,Robert Pittenger,R,
420,0.9146485968147016,MI,Mike Bishop,R,
421,0.918796928510442,TX,Louie Gohmert,R,@replouiegohmert
422,0.9206537990433182,LA,Ralph Abraham,R,@RepAbraham
423,0.9226870284583724,TX,Pete Olson,R,@RepPeteOlson
424,0.9274628619441424,GA,Jody Hice,R,@CongressmanHice
425,0.9301745783520046,NC,David Rouzer,R,@RepDavidRouzer
426,0.9302522266981976,IA,Steve King,R,@SteveKingIA
427,0.9361129032790676,NC,Mark Meadows,R,@RepMarkMeadows
428,0.9372360438187444,TN,Phil Roe,R,@DrPhilRoe
429,0.9376951199080206,WI,Glenn Grothman,R,@RepGrothman
430,0.9457999804491054,CA,Doug LaMalfa,R,@RepLaMalfa
431,0.9536261165205908,SC,Ralph Norman,R,@RepRalphNorman
432,0.9599181167675668,AZ,Paul Gosar,R,
433,0.9620823070671409,SC,Jeff Duncan,R,@RepJeffDuncan
434,0.9707086445345952,ND,Kevin Cramer,R,@SenKevinCramer
435,0.9708942669855886,TX,Brian Babin,R,@RepBrianBabin
436,0.9856101307685294,IN,Todd Rokita,R,
437,1.0,TX,Pete Sessions,R,
